environment | time (s),ADPg | ADPg (mM),ADPn | ADPn (mM),AMPg | AMPg (mM),AMPn | AMPn (mM),ATPg | ATPg (mM),ATPg | ATPg' (mM/s),ATPn | ATPn (mM),ATPn | ATPn' (mM/s),BOLD | BOLD (dimensionless),CO2c | CO2c (mM),CO2c | CO2c' (mM/s),CRg | CRg (mM),CRg | PCrg_tot (mM),CRn | CRn (mM),CRn | PCrn_tot (mM),dAMP_dATPg | dAMP_dATPg (dimensionless),dAMP_dATPn | dAMP_dATPn (dimensionless),dHb | dHb (mM),dHb | dHb' (mM/s),F6Pg | F6Pg (mM),F6Pg | F6Pg' (mM/s),F6Pn | F6Pn (mM),F6Pn | F6Pn' (mM/s),Fin_t | CBF0 (per_s),Fin_t | Fin_t (per_s),Fout_t | Fout_t (per_s),G6Pg | G6Pg (mM),G6Pg | G6Pg' (mM/s),G6Pn | G6Pn (mM),G6Pn | G6Pn' (mM/s),GAPg | GAPg (mM),GAPg | GAPg' (mM/s),GAPn | GAPn (mM),GAPn | GAPn' (mM/s),GLCc | GLCc (mM),GLCc | GLCc' (mM/s),GLCe | GLCe (mM),GLCe | GLCe' (mM/s),GLCg | GLCg (mM),GLCg | GLCg' (mM/s),GLCn | GLCn (mM),GLCn | GLCn' (mM/s),GLUg | GLUg' (mM/s),GLUn | GLUn (mM),GLUn | GLUn' (mM/s),GLYg | GLYg (mM),GLYg | GLYg' (mM/s),LACc | LACc (mM),LACc | LACc' (mM/s),LACe | LACe (mM),LACe | LACe' (mM/s),LACg | LACg (mM),LACg | LACg' (mM/s),LACn | LACn (mM),LACn | LACn' (mM/s),NADg | NADg (mM),NADg | NADH_g_tot (mM),NADHg | NADHg (mM),NADHg | NADHg' (mM/s),NADHn | NADHn (mM),NADHn | NADHn' (mM/s),NADn | NADH_n_tot (mM),NADn | NADn (mM),NAg | NAg (mM),NAg | NAg' (mM/s),NAn | NAn (mM),NAn | NAn' (mM/s),O2c | O2c (mM),O2c | O2c' (mM/s),O2g | O2g (mM),O2g | O2g' (mM/s),O2n | O2n (mM),O2n | O2n' (mM/s),PCrg | PCrg (mM),PCrg | PCrg' (mM/s),PCrn | PCrn (mM),PCrn | PCrn' (mM/s),PEPg | PEPg (mM),PEPg | PEPg' (mM/s),PEPn | PEPn (mM),PEPn | PEPn' (mM/s),PYRg | PYRg (mM),PYRg | PYRg' (mM/s),PYRn | PYRn (mM),PYRn | PYRn' (mM/s),u_g | u_g (dimensionless),u_n | u_n (dimensionless),unitstepSB | unitstepSB (dimensionless),unitstepSB2 | unitstepSB2 (dimensionless),V_en_GLC | Km_en_GLC (mM),V_en_GLC | V_en_GLC (mM_per_s),V_en_GLC | Vm_en_GLC (mM_per_s),v_stim | unitpulseSB (dimensionless),v_stim | v_stim (mM_per_s),Vc_CO2 | Vc_CO2 (mM_per_s),Vc_GLC | Vc_GLC (mM_per_s),Vc_LAC | Vc_LAC (mM_per_s),Vc_O2 | Vc_O2 (mM_per_s),Vce_GLC | Km_ce_GLC (mM),Vce_GLC | Vce_GLC (mM_per_s),Vce_GLC | Vm_ce_GLC (mM_per_s),Vcg_GLC | Km_cg_GLC (mM),Vcg_GLC | Vcg_GLC (mM_per_s),Vcg_GLC | Vm_cg_GLC (mM_per_s),Vcg_O2 | PScapg (per_s),Vcg_O2 | Vcg_O2 (mM_per_s),Vcn_O2 | nh_O2 (dimensionless),Vcn_O2 | PScapn (per_s),Vcn_O2 | Vcn_O2 (mM_per_s),Vec_LAC | Km_ec_LAC (mM),Vec_LAC | Vec_LAC (mM_per_s),Vec_LAC | Vm_ec_LAC (mM_per_s),Veg_GLC | Km_eg_GLC (mM),Veg_GLC | Veg_GLC (mM_per_s),Veg_GLC | Vm_eg_GLC (mM_per_s),Veg_GLU | Veg_GLU (mM_per_s),Veg_GLU | Vmax_eg_GLU (mM_per_s),Vg_ATPase | Vg_ATPase (mM_per_s),Vg_ATPase | Vmax_g_ATPase (mM_per_s),Vg_ck | kfg_ck (per_mM_per_s),Vg_ck | krg_ck (per_mM_per_s),Vg_ck | Vg_ck (mM_per_s),Vg_glyp | deltaVt_GLY (dimensionless),Vg_glyp | Km_GLY (mM),Vg_glyp | Vg_glyp (mM_per_s),Vg_glyp | Vmax_glyp (mM_per_s),Vg_glys | Km_G6P_glys (mM),Vg_glys | Vg_glys (mM_per_s),Vg_glys | Vmax_glys (mM_per_s),Vg_gs | Vg_gs (mM_per_s),Vg_gs | Vmax_g_gs (mM_per_s),Vg_hk | Vg_hk (mM_per_s),Vg_hk | Vmax_g_hk (mM_per_s),Vg_ldh | kfg_ldh (per_mM_per_s),Vg_ldh | krg_ldh (per_mM_per_s),Vg_ldh | Vg_ldh (mM_per_s),Vg_leak_Na | gg_NA (mS_per_cm2),Vg_leak_Na | Vg_leak_Na (mM_per_s),Vg_mito | Vg_mito (mM_per_s),Vg_mito | Vmax_g_mito (mM_per_s),Vg_pfk | kg_pfk (per_s),Vg_pfk | Vg_pfk (mM_per_s),Vg_pgi | Vg_pgi (mM_per_s),Vg_pgi | Vmaxf_g_pgi (mM_per_s),Vg_pgi | Vmaxr_g_pgi (mM_per_s),Vg_pgk | kg_pgk (per_mM_per_s),Vg_pgk | Vg_pgk (mM_per_s),Vg_pk | kg_pk (per_mM_per_s),Vg_pk | Vg_pk (mM_per_s),Vg_pump | Vg_pump (mM_per_s),Vgc_CO2 | Vgc_CO2 (mM_per_s),Vgc_LAC | Km_gc_LAC (mM),Vgc_LAC | Vgc_LAC (mM_per_s),Vgc_LAC | Vmax_gc_LAC (mM_per_s),Vge_LAC | Km_ge_LAC (mM),Vge_LAC | Vge_LAC (mM_per_s),Vge_LAC | Vmax_ge_LAC (mM_per_s),Vn_ATPase | Vmax_n_ATPase (mM_per_s),Vn_ATPase | Vn_ATPase (mM_per_s),Vn_ck | kfn_ck (per_mM_per_s),Vn_ck | krn_ck (per_mM_per_s),Vn_ck | Vn_ck (mM_per_s),Vn_hk | Vmax_n_hk (mM_per_s),Vn_hk | Vn_hk (mM_per_s),Vn_ldh | kfn_ldh (per_mM_per_s),Vn_ldh | krn_ldh (per_mM_per_s),Vn_ldh | Vn_ldh (mM_per_s),Vn_leak_Na | gn_NA (mS_per_cm2),Vn_leak_Na | Vn_leak_Na (mM_per_s),Vn_mito | Vmax_n_mito (mM_per_s),Vn_mito | Vn_mito (mM_per_s),Vn_pfk | kn_pfk (per_s),Vn_pfk | Vn_pfk (mM_per_s),Vn_pgi | Vmaxf_n_pgi (mM_per_s),Vn_pgi | Vmaxr_n_pgi (mM_per_s),Vn_pgi | Vn_pgi (mM_per_s),Vn_pgk | kn_pgk (per_mM_per_s),Vn_pgk | Vn_pgk (mM_per_s),Vn_pk | kn_pk (per_mM_per_s),Vn_pk | Vn_pk (mM_per_s),Vn_pump | Vn_pump (mM_per_s),Vn_stim | Vn_stim (mM_per_s),Vn_stim_GLU | Vn_stim_GLU (mM_per_s),Vnc_CO2 | Vnc_CO2 (mM_per_s),Vne_LAC | Km_ne_LAC (mM),Vne_LAC | Vmax_ne_LAC (mM_per_s),Vne_LAC | Vne_LAC (mM_per_s),Vv | Vv (dimensionless),Vv | Vv' (dimensionless/s)
758,0.121335,0.113424,0.00711046,0.00618917,2.25055,0.000107902,2.25939,-4.14E-07,0.0417557,2.12141,-2.44E-05,0.308653,5,0.746797,5,-0.107736,-0.100865,0.0217479,-5.41E-07,0.113446,-2.81E-05,0.109198,2.24E-06,0.012,0.012,0.012,0.742503,-0.000152916,0.728052,1.31E-05,0.0922802,7.63E-06,0.0490069,-1.59E-05,4.6416,3.26E-06,0.349171,0.000197867,0.249301,-0.000558246,0.275338,0.000227681,-4.35E-21,3,2.77E-20,1.64122,6.07E-05,0.337376,-3.13E-05,0.499813,-0.000281211,0.605719,-0.000477603,0.486401,-0.000264989,0.167459,0.22,0.052541,-2.18E-05,0.0364093,-1.02E-05,0.22,0.183591,13.3959,-0.000735299,15.533,-2.83E-06,7.41853,2.35E-05,0.158693,3.68E-06,0.0974359,1.65E-06,4.69135,0.000567688,4.2532,-1.90E-06,0.0270295,1.82E-05,0.00370409,4.67E-08,0.177512,-4.00E-05,0.0433052,-1.03E-05,1.05643,1.04122,1,1,5.32,0.00624296,0.50417,0,0,4.02068,0.691217,-0.106368,4.02098,8.4568,0.0153894,0.0489,9.92,0.00289515,0.0098394,0.2457,0.0181903,2.7,0.2202,0.0390322,0.764818,0.00289671,0.0325,3.53,0.00091592,0.038089,4.55E-20,0.0208,0.0356412,0.035657,0.0243,0.02073,-0.000567688,1,1,3.06E-05,4.92E-05,0.5,9.13E-05,0.0001528,4.98E-20,0.3,0.00436932,0.050461,6.2613,0.54682,0.00293117,0.00325,0.190278,0.00606222,0.008454,0.403,0.00448964,0.00446151,0.5,0.45,0.2514,0.00897164,2.73,0.0089534,0.063671,0.0181867,0.12862,2.20E-05,0.00021856,0.22163,0.00338673,0.086124,0.04889,0.0488684,0.0524681,0.015,1.90E-06,0.0513,0.00601528,5.3,0.1046,-0.000984063,0.0039,0.474906,0.05557,0.0130102,0.55783,0.00599998,0.5,0.45,0.00600221,0.4287,0.0120159,28.6,0.0120158,0.158303,0,0,0.0390305,0.09314,0.1978,-0.000719075,0.0236,-3.50E-10
759,0.12124,0.113425,0.00709896,0.00618922,2.25066,0.000105466,2.25939,-4.14E-07,0.0417562,2.12138,-2.48E-05,0.308093,5,0.746799,5,-0.107653,-0.100865,0.0217473,-5.48E-07,0.113418,-2.64E-05,0.1092,2.21E-06,0.012,0.012,0.012,0.742354,-0.00014378,0.728065,1.29E-05,0.0922874,6.53E-06,0.048991,-1.59E-05,4.6416,3.10E-06,0.349367,0.000194796,0.248742,-0.000560269,0.275564,0.000224773,-6.17E-21,3,3.93E-20,1.64128,6.07E-05,0.337345,-3.13E-05,0.499532,-0.000280789,0.605242,-0.000475385,0.486136,-0.000264951,0.167481,0.22,0.0525192,-2.17E-05,0.036399,-1.03E-05,0.22,0.183601,13.3951,-0.000724274,15.533,-2.72E-06,7.41855,2.38E-05,0.158697,3.74E-06,0.0974375,1.67E-06,4.69191,0.000551485,4.2532,-1.91E-06,0.0270475,1.78E-05,0.00370414,4.57E-08,0.177472,-3.95E-05,0.0432949,-1.03E-05,1.05624,1.04122,1,1,5.32,0.00623996,0.50417,0,0,4.02057,0.691203,-0.106232,4.02087,8.4568,0.0153884,0.0489,9.92,0.00289568,0.0098394,0.2457,0.0181882,2.7,0.2202,0.0390321,0.764818,0.00289298,0.0325,3.53,0.000922938,0.038089,6.45E-20,0.0208,0.0356412,0.035657,0.0243,0.02073,-0.000551485,1,1,3.06E-05,4.92E-05,0.5,9.13E-05,0.0001528,7.07E-20,0.3,0.00437889,0.050461,6.2613,0.54682,0.00293038,0.00325,0.19028,0.00606148,0.008454,0.403,0.00448835,0.00446195,0.5,0.45,0.2514,0.00897016,2.73,0.00895234,0.063668,0.0181844,0.12862,2.20E-05,0.00021856,0.22163,0.00338375,0.086124,0.04889,0.0488684,0.0524681,0.015,1.91E-06,0.0513,0.00601519,5.3,0.1046,-0.000983835,0.0039,0.474906,0.05557,0.0130101,0.55783,0.00600005,0.5,0.45,0.00600227,0.4287,0.012016,28.6,0.012016,0.158303,0,0,0.0390304,0.09314,0.1978,-0.000718885,0.0236,-3.32E-10
760,0.121147,0.113425,0.00708772,0.00618926,2.25077,0.000102985,2.25939,-4.15E-07,0.0417568,2.12136,-2.53E-05,0.30755,5,0.746801,5,-0.107572,-0.100866,0.0217468,-5.55E-07,0.113393,-2.48E-05,0.109202,2.19E-06,0.012,0.012,0.012,0.742215,-0.000135307,0.728077,1.28E-05,0.0922935,5.50E-06,0.048975,-1.60E-05,4.6416,2.96E-06,0.34956,0.000191766,0.248181,-0.000561567,0.275788,0.000221864,-8.19E-21,3,5.22E-20,1.64134,6.07E-05,0.337313,-3.12E-05,0.499252,-0.000280365,0.604768,-0.00047316,0.485871,-0.000264898,0.167502,0.22,0.0524976,-2.16E-05,0.0363888,-1.03E-05,0.22,0.183611,13.3944,-0.000713402,15.533,-2.61E-06,7.41857,2.42E-05,0.158701,3.81E-06,0.0974392,1.69E-06,4.69245,0.000535811,4.2532,-1.92E-06,0.0270652,1.74E-05,0.00370418,4.47E-08,0.177432,-3.91E-05,0.0432846,-1.03E-05,1.05606,1.04122,1,1,5.32,0.00623696,0.50417,0,0,4.02046,0.691189,-0.106095,4.02077,8.4568,0.0153874,0.0489,9.92,0.00289621,0.0098394,0.2457,0.018186,2.7,0.2202,0.039032,0.764818,0.00288926,0.0325,3.53,0.000929945,0.038089,8.57E-20,0.0208,0.0356412,0.035657,0.0243,0.02073,-0.000535811,1,1,3.06E-05,4.92E-05,0.5,9.13E-05,0.0001528,9.39E-20,0.3,0.00438773,0.050461,6.2613,0.54682,0.00292964,0.00325,0.190282,0.00606073,0.008454,0.403,0.00448711,0.00446232,0.5,0.45,0.2514,0.00896872,2.73,0.00895129,0.0636651,0.0181822,0.12862,2.20E-05,0.00021856,0.22163,0.0033808,0.086124,0.04889,0.0488684,0.0524681,0.015,1.92E-06,0.0513,0.0060151,5.3,0.1046,-0.000983611,0.0039,0.474906,0.05557,0.0130101,0.55783,0.00600013,0.5,0.45,0.00600232,0.4287,0.0120162,28.6,0.0120162,0.158303,0,0,0.0390303,0.09314,0.1978,-0.000718713,0.0236,-3.14E-10
761,0.121056,0.113425,0.00707677,0.0061893,2.25087,0.000100471,2.25939,-4.15E-07,0.0417573,2.12133,-2.57E-05,0.307022,5,0.746803,5,-0.107493,-0.100866,0.0217462,-5.64E-07,0.113369,-2.33E-05,0.109204,2.16E-06,0.012,0.012,0.012,0.742083,-0.000127455,0.72809,1.26E-05,0.0922986,4.52E-06,0.0489591,-1.60E-05,4.64161,2.82E-06,0.349751,0.000188775,0.247619,-0.000562195,0.276008,0.000218957,-9.15E-21,3,5.82E-20,1.6414,6.07E-05,0.337282,-3.12E-05,0.498971,-0.000279936,0.604296,-0.00047092,0.485606,-0.00026483,0.167524,0.22,0.052476,-2.16E-05,0.0363785,-1.03E-05,0.22,0.183621,13.3937,-0.00070268,15.533,-2.50E-06,7.4186,2.46E-05,0.158704,3.88E-06,0.0974409,1.71E-06,4.69298,0.00052063,4.2532,-1.94E-06,0.0270824,1.71E-05,0.00370423,4.38E-08,0.177394,-3.86E-05,0.0432743,-1.03E-05,1.05589,1.04122,1,1,5.32,0.00623396,0.50417,0,0,4.02035,0.691177,-0.105959,4.02066,8.4568,0.0153864,0.0489,9.92,0.00289675,0.0098394,0.2457,0.0181838,2.7,0.2202,0.039032,0.764818,0.00288554,0.0325,3.53,0.000936937,0.038089,9.56E-20,0.0208,0.0356412,0.035657,0.0243,0.02073,-0.00052063,1,1,3.06E-05,4.92E-05,0.5,9.13E-05,0.0001528,1.05E-19,0.3,0.00439588,0.050461,6.2613,0.54682,0.00292895,0.00325,0.190284,0.00605996,0.008454,0.403,0.00448593,0.00446263,0.5,0.45,0.2514,0.00896733,2.73,0.00895028,0.0636622,0.0181799,0.12862,2.20E-05,0.00021856,0.22163,0.00337789,0.086124,0.04889,0.0488684,0.0524681,0.015,1.94E-06,0.0513,0.006015,5.3,0.1046,-0.000983391,0.0039,0.474906,0.05557,0.0130101,0.55783,0.00600021,0.5,0.45,0.00600237,0.4287,0.0120164,28.6,0.0120164,0.158303,0,0,0.0390302,0.09314,0.1978,-0.000718561,0.0236,-2.98E-10
762,0.120967,0.113426,0.0070661,0.00618934,2.25097,9.79E-05,2.25939,-4.16E-07,0.0417579,2.1213,-2.60E-05,0.306508,5,0.746805,5,-0.107417,-0.100866,0.0217456,-5.72E-07,0.113346,-2.19E-05,0.109206,2.14E-06,0.012,0.012,0.012,0.741959,-0.000120183,0.728103,1.25E-05,0.0923026,3.59E-06,0.048943,-1.60E-05,4.64161,2.69E-06,0.349938,0.000185824,0.247057,-0.000562205,0.276226,0.000216053,-8.00E-21,3,5.09E-20,1.64146,6.07E-05,0.337251,-3.12E-05,0.498692,-0.000279502,0.603826,-0.000468658,0.485341,-0.000264749,0.167546,0.22,0.0524544,-2.15E-05,0.0363682,-1.03E-05,0.22,0.183632,13.393,-0.000692105,15.533,-2.40E-06,7.41862,2.50E-05,0.158708,3.95E-06,0.0974426,1.73E-06,4.69349,0.00050591,4.2532,-1.95E-06,0.0270993,1.67E-05,0.00370427,4.28E-08,0.177355,-3.82E-05,0.043264,-1.03E-05,1.05572,1.04122,1,1,5.32,0.00623096,0.50417,0,0,4.02024,0.691165,-0.105823,4.02056,8.4568,0.0153854,0.0489,9.92,0.00289728,0.0098394,0.2457,0.0181815,2.7,0.2202,0.0390319,0.764818,0.00288182,0.0325,3.53,0.000943907,0.038089,8.36E-20,0.0208,0.0356412,0.035657,0.0243,0.02073,-0.00050591,1,1,3.06E-05,4.92E-05,0.5,9.13E-05,0.0001528,9.16E-20,0.3,0.00440339,0.050461,6.2613,0.54682,0.00292833,0.00325,0.190286,0.00605918,0.008454,0.403,0.0044848,0.00446287,0.5,0.45,0.2514,0.008966,2.73,0.0089493,0.0636593,0.0181775,0.12862,2.20E-05,0.00021856,0.22163,0.00337502,0.086124,0.04889,0.0488684,0.0524681,0.015,1.95E-06,0.0513,0.0060149,5.3,0.1046,-0.000983175,0.0039,0.474906,0.05557,0.0130101,0.55783,0.00600029,0.5,0.45,0.00600243,0.4287,0.0120166,28.6,0.0120166,0.158303,0,0,0.0390302,0.09314,0.1978,-0.000718426,0.0236,-2.82E-10
763,0.120881,0.113426,0.0070557,0.00618938,2.25106,9.53E-05,2.25938,-4.17E-07,0.0417584,2.12128,-2.67E-05,0.30601,5,0.746807,5,-0.107342,-0.100866,0.0217451,-5.81E-07,0.113325,-2.06E-05,0.109208,2.11E-06,0.012,0.012,0.012,0.741842,-0.000113433,0.728115,1.23E-05,0.0923059,2.70E-06,0.048927,-1.60E-05,4.64161,2.57E-06,0.350122,0.000182913,0.246496,-0.000561665,0.27644,0.000213156,-1.03E-20,3,6.54E-20,1.64152,6.07E-05,0.33722,-3.11E-05,0.498412,-0.000279061,0.603358,-0.000466372,0.485076,-0.000264654,0.167567,0.22,0.0524329,-2.14E-05,0.0363579,-1.03E-05,0.22,0.183642,13.3923,-0.000681675,15.533,-2.29E-06,7.41865,2.54E-05,0.158712,4.02E-06,0.0974444,1.76E-06,4.69399,0.000491643,4.25319,-1.96E-06,0.0271159,1.64E-05,0.00370431,4.19E-08,0.177317,-3.78E-05,0.0432536,-1.03E-05,1.05555,1.04123,1,1,5.32,0.00622796,0.50417,0,0,4.02012,0.691153,-0.105687,4.02045,8.4568,0.0153844,0.0489,9.92,0.00289781,0.0098394,0.2457,0.0181792,2.7,0.2202,0.0390318,0.764818,0.00287811,0.0325,3.53,0.000950848,0.038089,1.07E-19,0.0208,0.0356412,0.035657,0.0243,0.02073,-0.000491643,1,1,3.06E-05,4.92E-05,0.5,9.13E-05,0.0001528,1.18E-19,0.3,0.00441032,0.050461,6.2613,0.54682,0.00292776,0.00325,0.190288,0.00605838,0.008454,0.403,0.00448371,0.00446306,0.5,0.45,0.2514,0.00896472,2.73,0.00894837,0.0636565,0.0181752,0.12862,2.19E-05,0.00021856,0.22163,0.00337219,0.086124,0.04889,0.0488684,0.0524681,0.015,1.96E-06,0.0513,0.0060148,5.3,0.1046,-0.000982963,0.0039,0.474906,0.05557,0.01301,0.55783,0.00600036,0.5,0.45,0.00600248,0.4287,0.0120168,28.6,0.0120167,0.158303,0,0,0.0390301,0.09314,0.1978,-0.000718309,0.0236,-2.67E-10
764,0.120797,0.113426,0.00704559,0.00618943,2.25116,9.27E-05,2.25938,-4.17E-07,0.041759,2.12125,-2.75E-05,0.305525,5,0.746809,5,-0.107269,-0.100867,0.0217445,-5.91E-07,0.113305,-1.95E-05,0.109211,2.09E-06,0.012,0.012,0.012,0.741732,-0.000107179,0.728127,1.22E-05,0.0923082,1.83E-06,0.048911,-1.61E-05,4.64161,2.45E-06,0.350304,0.000180042,0.245935,-0.000560612,0.276652,0.000210269,-1.21E-20,3,7.69E-20,1.64158,6.07E-05,0.337189,-3.11E-05,0.498134,-0.000278612,0.602893,-0.000464056,0.484812,-0.000264546,0.167588,0.22,0.0524116,-2.13E-05,0.0363476,-1.03E-05,0.22,0.183652,13.3916,-0.000671388,15.533,-2.20E-06,7.41867,2.58E-05,0.158716,4.09E-06,0.0974461,1.78E-06,4.69447,0.000477793,4.25319,-1.97E-06,0.0271321,1.60E-05,0.00370435,4.10E-08,0.177279,-3.74E-05,0.0432433,-1.03E-05,1.05539,1.04123,1,1,5.32,0.00622497,0.50417,0,0,4.02,0.691142,-0.105551,4.02033,8.4568,0.0153834,0.0489,9.92,0.00289834,0.0098394,0.2457,0.0181768,2.7,0.2202,0.0390318,0.764818,0.0028744,0.0325,3.53,0.000957758,0.038089,1.26E-19,0.0208,0.0356412,0.035657,0.0243,0.02073,-0.000477793,1,1,3.06E-05,4.92E-05,0.5,9.13E-05,0.0001528,1.38E-19,0.3,0.00441671,0.050461,6.2613,0.54682,0.00292727,0.00325,0.19029,0.00605757,0.008454,0.403,0.00448267,0.0044632,0.5,0.45,0.2514,0.00896351,2.73,0.00894749,0.0636537,0.0181727,0.12862,2.19E-05,0.00021856,0.22163,0.00336941,0.086124,0.04889,0.0488684,0.0524681,0.015,1.97E-06,0.0513,0.0060147,5.3,0.1046,-0.000982754,0.0039,0.474906,0.05557,0.01301,0.55783,0.00600044,0.5,0.45,0.00600253,0.4287,0.0120169,28.6,0.0120169,0.158303,0,0,0.03903,0.09314,0.1978,-0.000718209,0.0236,-2.53E-10
765,0.120715,0.113427,0.00703577,0.00618947,2.25125,9.00E-05,2.25938,-4.18E-07,0.0417596,2.12122,-2.87E-05,0.305054,5,0.746811,5,-0.107198,-0.100867,0.0217439,-6.00E-07,0.113286,-1.84E-05,0.109213,2.06E-06,0.012,0.012,0.012,0.741627,-0.000101388,0.728139,1.20E-05,0.0923097,9.80E-07,0.0488949,-1.61E-05,4.64162,2.34E-06,0.350482,0.00017721,0.245375,-0.000559089,0.276861,0.000207392,-1.21E-20,3,7.70E-20,1.64164,6.07E-05,0.337158,-3.11E-05,0.497855,-0.000278153,0.60243,-0.000461708,0.484547,-0.000264424,0.16761,0.22,0.0523903,-2.12E-05,0.0363373,-1.03E-05,0.22,0.183663,13.391,-0.000661239,15.533,-2.11E-06,7.4187,2.61E-05,0.158721,4.17E-06,0.0974479,1.80E-06,4.69495,0.000464336,4.25319,-1.98E-06,0.0271479,1.57E-05,0.00370439,4.01E-08,0.177242,-3.69E-05,0.0432329,-1.03E-05,1.05523,1.04123,1,1,5.32,0.00622199,0.50417,0,0,4.01989,0.691132,-0.105416,4.02022,8.4568,0.0153825,0.0489,9.92,0.00289887,0.0098394,0.2457,0.0181744,2.7,0.2202,0.0390317,0.764818,0.0028707,0.0325,3.53,0.000964632,0.038089,1.26E-19,0.0208,0.0356412,0.035657,0.0243,0.02073,-0.000464336,1,1,3.06E-05,4.92E-05,0.5,9.13E-05,0.0001528,1.39E-19,0.3,0.00442259,0.050461,6.2613,0.54682,0.00292686,0.00325,0.190291,0.00605675,0.008454,0.403,0.00448167,0.0044633,0.5,0.45,0.2514,0.00896236,2.73,0.00894666,0.0636509,0.0181702,0.12862,2.19E-05,0.00021856,0.22163,0.00336666,0.086124,0.04889,0.0488684,0.0524681,0.015,1.98E-06,0.0513,0.0060146,5.3,0.1046,-0.00098255,0.0039,0.474906,0.05557,0.01301,0.55783,0.00600051,0.5,0.45,0.00600258,0.4287,0.0120171,28.6,0.0120171,0.158303,0,0,0.0390299,0.09314,0.1978,-0.000718126,0.0236,-2.40E-10
766,0.120636,0.113427,0.00702624,0.00618951,2.25134,8.72E-05,2.25938,-4.18E-07,0.0417602,2.1212,-3.01E-05,0.304596,5,0.746813,5,-0.107129,-0.100867,0.0217433,-6.08E-07,0.113268,-1.74E-05,0.109215,2.04E-06,0.012,0.012,0.012,0.741529,-9.60E-05,0.728151,1.19E-05,0.0923102,1.47E-07,0.0488788,-1.61E-05,4.64162,2.24E-06,0.350658,0.000174417,0.244817,-0.000557135,0.277067,0.000204528,-9.70E-21,3,6.16E-20,1.6417,6.07E-05,0.337127,-3.10E-05,0.497577,-0.000277682,0.60197,-0.000459327,0.484283,-0.000264289,0.167631,0.22,0.0523691,-2.11E-05,0.036327,-1.03E-05,0.22,0.183673,13.3903,-0.000651225,15.533,-2.02E-06,7.41873,2.65E-05,0.158725,4.25E-06,0.0974497,1.83E-06,4.6954,0.000451248,4.25319,-1.99E-06,0.0271635,1.54E-05,0.00370443,3.92E-08,0.177206,-3.65E-05,0.0432226,-1.04E-05,1.05507,1.04123,1,1,5.32,0.00621902,0.50417,0,0,4.01977,0.691122,-0.10528,4.02011,8.4568,0.0153815,0.0489,9.92,0.0028994,0.0098394,0.2457,0.018172,2.7,0.2202,0.0390317,0.764818,0.002867,0.0325,3.53,0.000971466,0.038089,1.01E-19,0.0208,0.0356412,0.035657,0.0243,0.02073,-0.000451248,1,1,3.06E-05,4.92E-05,0.5,9.13E-05,0.0001528,1.11E-19,0.3,0.004428,0.050461,6.2613,0.54682,0.00292652,0.00325,0.190293,0.00605591,0.008454,0.403,0.00448072,0.00446335,0.5,0.45,0.2514,0.00896129,2.73,0.0089459,0.0636482,0.0181677,0.12862,2.19E-05,0.00021856,0.22163,0.00336396,0.086124,0.04889,0.0488684,0.0524681,0.015,1.99E-06,0.0513,0.00601449,5.3,0.1046,-0.000982349,0.0039,0.474906,0.05557,0.0130099,0.55783,0.00600059,0.5,0.45,0.00600262,0.4287,0.0120173,28.6,0.0120172,0.158303,0,0,0.0390298,0.09314,0.1978,-0.00071806,0.0236,-2.27E-10
767,0.120559,0.113428,0.00701702,0.00618955,2.25142,8.45E-05,2.25938,-4.19E-07,0.0417608,2.12117,-3.10E-05,0.304151,5,0.746815,5,-0.107062,-0.100868,0.0217427,-6.17E-07,0.113251,-1.64E-05,0.109217,2.01E-06,0.012,0.012,0.012,0.741435,-9.11E-05,0.728163,1.17E-05,0.09231,-6.83E-07,0.0488627,-1.61E-05,4.64162,2.14E-06,0.350831,0.000171662,0.244261,-0.000554797,0.27727,0.00020168,-9.34E-21,3,5.93E-20,1.64176,6.07E-05,0.337096,-3.10E-05,0.4973,-0.0002772,0.601512,-0.000456905,0.484019,-0.000264141,0.167652,0.22,0.052348,-2.10E-05,0.0363167,-1.03E-05,0.22,0.183683,13.3897,-0.000641345,15.533,-1.93E-06,7.41875,2.69E-05,0.158729,4.32E-06,0.0974516,1.85E-06,4.69585,0.000438503,4.25319,-2.00E-06,0.0271787,1.51E-05,0.00370447,3.83E-08,0.177169,-3.61E-05,0.0432122,-1.04E-05,1.05493,1.04123,1,1,5.32,0.00621606,0.50417,0,0,4.01965,0.691112,-0.105145,4.01999,8.4568,0.0153806,0.0489,9.92,0.00289992,0.0098394,0.2457,0.0181695,2.7,0.2202,0.0390316,0.764818,0.00286331,0.0325,3.53,0.000978257,0.038089,9.75E-20,0.0208,0.0356412,0.035657,0.0243,0.02073,-0.000438503,1,1,3.06E-05,4.92E-05,0.5,9.13E-05,0.0001528,1.07E-19,0.3,0.00443298,0.050461,6.2613,0.54682,0.00292626,0.00325,0.190295,0.00605507,0.008454,0.403,0.0044798,0.00446337,0.5,0.45,0.2514,0.00896028,2.73,0.00894521,0.0636455,0.0181652,0.12862,2.19E-05,0.00021856,0.22163,0.00336131,0.086124,0.04889,0.0488684,0.0524681,0.015,2.00E-06,0.0513,0.00601438,5.3,0.1046,-0.000982152,0.0039,0.474906,0.05557,0.0130099,0.55783,0.00600066,0.5,0.45,0.00600267,0.4287,0.0120174,28.6,0.0120174,0.158303,0,0,0.0390298,0.09314,0.1978,-0.000718011,0.0236,-2.15E-10
